Opportunity_ID,Account_ID,Sales_Rep_ID,Campaign_ID,Region,Industry,Account_Size,Product_Category,Deal_Size,Discount_%,Probability,Forecast_Category,Created_Date,Close_Date,Sales_Cycle_Days,Activity_Count,Is_Won,Is_Lost,Weighted_Revenue
5612,31,11,11,APAC,Pharma,Mid-Market,Instruments,91235,0.15,18.0,Pipeline,2025-01-08,2025-04-05,87,7,1,0,16422.3
5613,28,24,13,APAC,Pharma,SMB,Services,26639,0.31,19.8,Pipeline,2024-09-28,2024-12-21,84,10,0,1,5274.522
5614,119,16,6,APAC,Life Sciences,Enterprise,Instruments,499103,0.29,16.63,Pipeline,2023-08-04,2024-03-05,214,16,0,1,83000.82890000001
5615,900,21,5,Americas,Industrial,Mid-Market,Instruments,136939,0.08,15.12,Pipeline,2025-04-25,2025-06-27,63,14,0,1,20705.1768
5616,104,23,13,APAC,Pharma,Mid-Market,Instruments,123854,0.31,23.76,Pipeline,2023-05-31,2023-09-03,95,18,1,0,29427.7104
5617,343,2,12,APAC,Environmental,Mid-Market,Software,33257,0.1,18.0,Pipeline,2025-07-06,2025-11-30,147,4,1,0,5986.26
5618,637,1,15,APAC,Life Sciences,Mid-Market,Services,134679,0.3,19.8,Pipeline,2024-04-07,2024-07-17,101,4,0,1,26666.442000000003
5619,280,25,5,APAC,Environmental,SMB,Consumables,13544,0.1,25.92,Pipeline,2025-10-02,2025-11-06,35,14,0,1,3510.6048000000005
5620,850,12,10,APAC,Environmental,Mid-Market,Instruments,49180,0.35,25.74,Pipeline,2023-02-03,2023-06-16,133,8,0,1,12658.931999999999
5621,61,10,15,Americas,Life Sciences,Mid-Market,Services,61986,0.33,30.89,Pipeline,2023-04-24,2023-07-15,82,11,0,1,19147.4754
5622,533,23,3,APAC,Environmental,SMB,Software,20988,0.32,23.76,Pipeline,2025-12-04,2026-02-26,84,8,0,1,4986.7488
5623,16,25,1,APAC,Life Sciences,Mid-Market,Instruments,111828,0.08,21.6,Pipeline,2025-04-13,2025-09-05,145,16,0,1,24154.848
5624,1036,11,11,APAC,Diagnostics,Mid-Market,Services,91291,0.29,19.8,Pipeline,2023-05-30,,102,7,0,1,18075.618000000002
5625,528,16,11,APAC,Life Sciences,Mid-Market,Software,121473,0.23,15.12,Pipeline,2025-05-25,2025-10-03,131,17,0,1,18366.7176
5626,253,6,6,APAC,Environmental,Mid-Market,Instruments,97795,0.14,18.0,Pipeline,2023-06-04,2023-09-21,109,8,1,0,17603.1
5627,1397,24,15,APAC,Diagnostics,Enterprise,Consumables,184004,0.07,25.92,Pipeline,2025-10-26,2026-06-10,227,13,0,1,47693.836800000005
5628,479,5,2,Americas,Diagnostics,Mid-Market,Software,80134,0.17,12.6,Pipeline,2025-03-06,2025-06-02,88,3,1,0,10096.884
5629,661,21,11,Americas,Industrial,Enterprise,Services,399243,0.13,12.6,Pipeline,2025-01-23,,215,3,0,1,50304.618
5630,254,16,9,APAC,Industrial,Mid-Market,Software,52822,0.25,15.12,Pipeline,2025-12-22,2026-04-15,114,2,0,1,7986.6864000000005
5631,1126,16,6,APAC,Environmental,Mid-Market,Services,42038,0.29,16.63,Pipeline,2024-11-23,2025-04-02,130,4,1,0,6990.9194
5632,795,13,15,Americas,Pharma,Enterprise,Services,126028,0.18,15.12,Pipeline,2023-03-25,2023-11-19,239,11,0,1,19055.4336
5633,581,19,13,EMEA,Pharma,SMB,Consumables,31626,0.15,23.4,Pipeline,2024-01-17,2024-02-27,41,8,0,1,7400.4839999999995
5634,149,6,4,APAC,Pharma,Mid-Market,Consumables,87294,0.29,19.8,Pipeline,2024-07-06,2024-10-27,113,7,0,1,17284.212
5635,1136,3,15,Americas,Environmental,SMB,Services,17734,0.19,18.0,Pipeline,2023-09-03,2023-11-07,65,2,1,0,3192.12
5636,638,21,1,Americas,Industrial,SMB,Consumables,29871,0.12,18.14,Pipeline,2024-10-10,2024-12-03,54,18,0,1,5418.5994
5637,1416,7,13,Americas,Diagnostics,SMB,Software,18943,0.05,12.6,Pipeline,2025-01-10,2025-02-18,39,7,0,1,2386.818
5638,1258,25,1,APAC,Life Sciences,Enterprise,Consumables,96536,0.08,18.0,Pipeline,2024-07-06,2024-11-17,134,10,1,0,17376.48
5639,631,13,7,Americas,Pharma,Enterprise,Instruments,188363,0.23,15.12,Pipeline,2025-09-16,2026-05-09,235,13,0,1,28480.4856
5640,781,16,10,APAC,Life Sciences,SMB,Services,28174,0.29,16.63,Pipeline,2025-02-01,2025-04-01,59,19,0,1,4685.3362
5641,473,14,5,EMEA,Environmental,Enterprise,Consumables,156638,0.32,25.74,Pipeline,2023-09-01,2024-01-22,143,8,0,1,40318.621199999994
5642,1369,9,8,EMEA,Life Sciences,SMB,Instruments,34446,0.17,12.6,Pipeline,2023-02-22,2023-04-01,38,4,0,1,4340.196
5643,773,6,13,APAC,Life Sciences,SMB,Consumables,14553,0.26,23.76,Pipeline,2024-10-31,2024-12-27,57,10,1,0,3457.7928
5644,535,24,7,APAC,Environmental,Mid-Market,Consumables,78794,0.28,19.8,Pipeline,2024-09-02,2025-01-11,131,2,0,1,15601.212000000001
5645,355,18,2,EMEA,Life Sciences,SMB,Consumables,9266,0.25,15.12,Pipeline,2023-12-07,,72,3,0,1,1401.0192
5646,699,8,7,EMEA,Industrial,SMB,Instruments,25705,0.2,25.92,Pipeline,2023-10-19,2023-12-12,54,15,0,1,6662.736000000001
5647,936,11,7,APAC,Pharma,Mid-Market,Consumables,36357,0.07,21.6,Pipeline,2023-01-03,2023-06-01,149,12,0,1,7853.112000000001
5648,845,1,14,APAC,Diagnostics,Mid-Market,Instruments,43141,0.28,19.8,Pipeline,2025-06-28,2025-08-29,62,5,0,1,8541.918
5649,1208,6,2,APAC,Industrial,Mid-Market,Instruments,35050,0.25,21.6,Pipeline,2024-02-13,2024-04-27,74,14,1,0,7570.800000000001
5650,550,9,2,EMEA,Environmental,SMB,Consumables,20423,0.33,16.63,Pipeline,2024-01-25,2024-03-31,66,18,1,0,3396.3449
5651,795,1,3,APAC,Pharma,Enterprise,Consumables,464880,0.31,23.76,Pipeline,2025-05-12,2025-10-29,170,13,1,0,110455.488
5652,1091,14,7,EMEA,Industrial,Mid-Market,Consumables,137379,0.14,28.08,Pipeline,2025-05-29,2025-09-23,117,16,0,1,38576.023199999996
5653,366,12,14,APAC,Environmental,Mid-Market,Consumables,73209,0.1,23.4,Pipeline,2025-03-26,2025-07-24,120,7,0,1,17130.906
5654,201,24,5,APAC,Pharma,SMB,Consumables,45571,0.14,25.92,Pipeline,2025-11-15,,34,15,0,1,11812.003200000001
5655,1330,14,14,EMEA,Environmental,Enterprise,Instruments,94391,0.31,30.89,Pipeline,2025-10-30,2026-04-12,164,8,0,1,29157.3799
5656,695,13,9,Americas,Life Sciences,Mid-Market,Consumables,99037,0.32,13.86,Pipeline,2024-01-03,2024-03-28,85,8,0,1,13726.5282
5657,1388,21,9,Americas,Life Sciences,SMB,Consumables,18143,0.25,12.6,Pipeline,2025-03-25,2025-06-18,85,5,0,1,2286.018
5658,174,19,15,EMEA,Industrial,SMB,Instruments,18883,0.32,37.07,Pipeline,2025-10-10,,33,13,1,0,6999.928100000001
5659,574,13,10,Americas,Life Sciences,Mid-Market,Consumables,48702,0.23,12.6,Pipeline,2023-04-07,2023-07-27,111,7,0,1,6136.452
5660,48,16,9,APAC,Life Sciences,Mid-Market,Software,49993,0.28,13.86,Pipeline,2024-05-25,2024-10-14,142,10,0,1,6929.0298
5661,1223,2,4,APAC,Environmental,Mid-Market,Software,132187,0.17,21.6,Pipeline,2024-02-06,2024-05-07,91,15,1,0,28552.392000000003
5662,174,3,15,Americas,Industrial,SMB,Services,23770,0.08,21.6,Pipeline,2025-11-30,,41,5,0,1,5134.320000000001
5663,904,23,2,APAC,Industrial,Mid-Market,Consumables,129018,0.23,25.92,Pipeline,2023-11-24,2024-04-01,129,12,0,1,33441.4656
5664,293,18,9,EMEA,Life Sciences,SMB,Consumables,44478,0.24,12.6,Pipeline,2023-02-21,2023-03-27,34,9,0,1,5604.228
5665,721,17,14,Americas,Life Sciences,SMB,Consumables,21175,0.26,19.8,Pipeline,2023-02-10,2023-04-26,75,7,0,1,4192.650000000001
5666,970,2,11,APAC,Life Sciences,SMB,Software,40162,0.14,21.6,Pipeline,2025-09-14,2025-10-29,45,19,0,1,8674.992
5667,628,17,11,Americas,Industrial,SMB,Instruments,22116,0.27,19.8,Pipeline,2024-07-19,2024-08-31,43,2,1,0,4378.968
5668,124,23,2,APAC,Pharma,SMB,Consumables,38611,0.26,28.51,Pipeline,2023-11-23,2024-02-04,73,19,1,0,11007.9961
5669,1137,20,12,EMEA,Environmental,Enterprise,Consumables,424336,0.18,28.08,Pipeline,2023-01-08,2023-07-30,203,17,0,1,119153.5488
5670,161,3,8,Americas,Pharma,Mid-Market,Software,57040,0.19,21.6,Pipeline,2024-09-17,2024-12-26,100,19,0,1,12320.640000000001
5671,672,17,12,Americas,Life Sciences,Enterprise,Instruments,340329,0.21,21.6,Pipeline,2024-04-18,2024-09-17,152,11,1,0,73511.06400000001
5672,790,2,4,APAC,Environmental,SMB,Consumables,45614,0.22,18.0,Pipeline,2024-07-11,2024-10-05,86,3,0,1,8210.52
5673,596,9,4,EMEA,Diagnostics,Enterprise,Consumables,191717,0.16,12.6,Pipeline,2023-06-25,2023-10-28,125,9,0,1,24156.342
5674,1047,6,5,APAC,Environmental,SMB,Software,44286,0.34,23.76,Pipeline,2024-02-26,2024-04-02,36,15,0,1,10522.3536
5675,110,16,9,APAC,Pharma,Mid-Market,Software,147605,0.15,15.12,Pipeline,2025-04-19,2025-07-02,74,13,1,0,22317.876
5676,883,8,10,EMEA,Diagnostics,Enterprise,Services,165728,0.25,21.6,Pipeline,2023-06-04,2023-11-03,152,17,0,1,35797.24800000001
5677,1477,20,9,EMEA,Life Sciences,SMB,Consumables,43972,0.2,33.7,Pipeline,2024-12-18,2025-03-09,81,15,0,1,14818.564
5678,492,15,5,Americas,Diagnostics,Mid-Market,Consumables,122505,0.2,18.0,Pipeline,2024-01-31,2024-05-28,118,3,0,1,22050.899999999998
5679,1052,14,3,EMEA,Environmental,Enterprise,Software,202435,0.22,23.4,Pipeline,2025-01-20,2025-07-04,165,4,0,1,47369.78999999999
5680,846,3,14,Americas,Industrial,SMB,Software,6381,0.15,25.92,Pipeline,2023-10-15,2023-12-16,62,15,0,1,1653.9552000000003
5681,812,24,4,APAC,Environmental,SMB,Consumables,11311,0.3,28.51,Pipeline,2024-12-03,2025-01-28,56,16,1,0,3224.7661000000003
5682,629,16,12,APAC,Environmental,SMB,Software,45924,0.08,18.14,Pipeline,2023-11-14,2024-01-23,70,14,0,1,8330.6136
5683,1146,10,1,Americas,Industrial,Mid-Market,Instruments,78137,0.23,28.08,Pipeline,2025-12-16,2026-04-18,123,5,0,1,21940.869599999998
5684,61,19,14,EMEA,Life Sciences,Mid-Market,Services,82812,0.18,28.08,Pipeline,2024-04-30,2024-06-30,61,14,0,1,23253.6096
5685,74,10,6,Americas,Industrial,Mid-Market,Instruments,126310,0.33,25.74,Pipeline,2025-02-19,2025-06-16,117,7,0,1,32512.193999999996
5686,73,22,8,EMEA,Pharma,Mid-Market,Software,99215,0.3,23.76,Pipeline,2025-10-09,2025-12-29,81,9,0,1,23573.484
5687,824,5,8,Americas,Environmental,Enterprise,Consumables,411394,0.22,15.12,Pipeline,2023-08-28,2024-01-29,154,11,0,1,62202.7728
5688,148,7,10,Americas,Diagnostics,SMB,Instruments,15607,0.08,12.6,Pipeline,2024-03-28,2024-06-17,81,5,0,1,1966.482
5689,467,2,8,APAC,Diagnostics,Enterprise,Software,312323,0.31,23.76,Pipeline,2023-11-05,2024-05-19,196,4,0,1,74207.9448
5690,1227,2,14,APAC,Environmental,Enterprise,Instruments,435782,0.19,25.92,Pipeline,2023-10-23,2024-06-04,225,13,0,1,112954.69440000002
5691,1203,20,9,EMEA,Life Sciences,Mid-Market,Services,65837,0.33,25.74,Pipeline,2024-06-10,2024-10-29,141,2,0,1,16946.443799999997
5692,208,21,4,Americas,Pharma,Enterprise,Consumables,241437,0.24,15.12,Pipeline,2025-12-03,2026-04-07,125,4,0,1,36505.2744
5693,624,4,4,Americas,Life Sciences,SMB,Software,11680,0.33,23.76,Pipeline,2025-02-02,2025-04-14,71,16,0,1,2775.168
5694,1001,24,9,APAC,Diagnostics,Enterprise,Consumables,159880,0.29,19.8,Pipeline,2025-09-27,2026-03-23,177,7,0,1,31656.24
5695,572,6,12,APAC,Diagnostics,Enterprise,Instruments,481422,0.33,23.76,Pipeline,2025-08-01,2026-01-25,177,15,0,1,114385.86720000001
5696,690,11,12,APAC,Diagnostics,Enterprise,Consumables,308570,0.2,25.92,Pipeline,2023-12-13,2024-08-07,238,12,0,1,79981.34400000001
5697,352,7,13,Americas,Pharma,Enterprise,Services,324021,0.09,12.6,Pipeline,2023-05-02,2023-10-03,154,8,0,1,40826.646
5698,201,10,2,Americas,Pharma,SMB,Software,45331,0.15,23.4,Pipeline,2024-06-05,2024-08-10,66,8,1,0,10607.454
5699,982,15,9,Americas,Industrial,SMB,Instruments,38925,0.09,21.6,Pipeline,2025-11-23,2026-01-17,55,6,0,1,8407.800000000001
5700,531,22,2,EMEA,Diagnostics,SMB,Software,23677,0.31,23.76,Pipeline,2024-08-13,2024-10-30,78,16,1,0,5625.6552
5701,947,10,11,Americas,Life Sciences,Enterprise,Software,126248,0.11,33.7,Pipeline,2023-11-14,2024-06-03,202,17,1,0,42545.576
5702,1030,6,10,APAC,Environmental,Mid-Market,Services,127461,0.16,21.6,Pipeline,2023-11-09,2024-03-23,135,10,0,1,27531.576000000005
5703,573,19,4,EMEA,Life Sciences,SMB,Software,46704,0.18,33.7,Pipeline,2024-12-12,2025-01-30,49,11,0,1,15739.248000000001
5704,1330,14,4,EMEA,Environmental,Enterprise,Consumables,303115,0.23,33.7,Pipeline,2023-11-25,2024-06-17,205,18,1,0,102149.755
5705,19,18,3,EMEA,Environmental,Mid-Market,Software,118128,0.15,12.6,Pipeline,2024-04-07,2024-07-29,113,10,0,1,14884.128
5706,353,16,8,APAC,Environmental,Enterprise,Services,147069,0.06,12.6,Pipeline,2023-08-22,2024-03-22,213,4,0,1,18530.694
5707,310,25,10,APAC,Industrial,Mid-Market,Instruments,66189,0.34,23.76,Pipeline,2023-10-05,2024-02-28,146,6,1,0,15726.5064
5708,1429,10,4,Americas,Industrial,Mid-Market,Consumables,86147,0.27,25.74,Pipeline,2023-07-16,2023-09-30,76,7,1,0,22174.237799999995
5709,662,3,9,Americas,Diagnostics,SMB,Consumables,25556,0.27,28.51,Pipeline,2025-10-15,2025-11-28,44,14,0,1,7286.015600000001
5710,7,15,6,Americas,Pharma,Mid-Market,Services,91663,0.29,23.76,Pipeline,2024-10-14,2024-12-31,78,3,1,0,21779.128800000002
5711,615,3,1,Americas,Diagnostics,Mid-Market,Instruments,64145,0.25,18.0,Pipeline,2024-05-17,2024-08-19,94,4,0,1,11546.1
5712,915,17,5,Americas,Industrial,Enterprise,Services,312990,0.34,23.76,Pipeline,2023-05-01,2023-11-01,184,12,0,1,74366.424
5713,39,2,9,APAC,Life Sciences,SMB,Software,11503,0.08,18.0,Pipeline,2024-07-13,2024-09-16,65,2,0,1,2070.54
5714,849,14,14,EMEA,Industrial,SMB,Consumables,9438,0.33,30.89,Pipeline,2025-12-09,2026-01-23,45,2,0,1,2915.3982
5715,1348,6,9,APAC,Life Sciences,Mid-Market,Services,86802,0.31,19.8,Pipeline,2024-05-24,2024-07-26,63,8,0,1,17186.796000000002
5716,1372,21,10,Americas,Environmental,Mid-Market,Services,55175,0.31,19.96,Pipeline,2025-10-24,2026-01-21,89,11,0,1,11012.93
5717,717,21,10,Americas,Life Sciences,Mid-Market,Instruments,137190,0.29,19.96,Pipeline,2023-11-09,2024-01-23,75,18,0,1,27383.124
5718,438,24,10,APAC,Environmental,SMB,Consumables,24481,0.1,25.92,Pipeline,2025-12-19,2026-01-22,34,14,0,1,6345.475200000001
5719,1459,19,13,EMEA,Pharma,Enterprise,Software,483475,0.25,28.08,Pipeline,2024-12-13,2025-07-12,211,4,1,0,135759.78
5720,87,21,13,Americas,Life Sciences,Enterprise,Consumables,355048,0.17,18.14,Pipeline,2025-11-02,2026-05-07,186,15,0,1,64405.707200000004
5721,1179,1,11,APAC,Life Sciences,SMB,Services,30247,0.26,19.8,Pipeline,2024-04-17,2024-06-02,46,2,1,0,5988.906
5722,1304,21,8,Americas,Life Sciences,SMB,Instruments,13427,0.35,19.96,Pipeline,2024-12-29,2025-03-24,85,19,0,1,2680.0292
5723,997,9,10,EMEA,Life Sciences,SMB,Instruments,28951,0.17,12.6,Pipeline,2024-06-08,2024-08-15,68,9,0,1,3647.826
5724,783,14,3,EMEA,Diagnostics,SMB,Consumables,38064,0.24,23.4,Pipeline,2025-04-19,2025-06-30,72,9,0,1,8906.975999999999
5725,690,9,12,EMEA,Diagnostics,Enterprise,Consumables,188676,0.27,13.86,Pipeline,2025-03-29,2025-07-27,120,9,0,1,26150.4936
5726,1008,10,12,Americas,Life Sciences,Enterprise,Software,401372,0.16,28.08,Pipeline,2025-01-10,2025-07-15,186,13,0,1,112705.2576
5727,695,17,15,Americas,Life Sciences,Mid-Market,Instruments,101285,0.23,18.0,Pipeline,2023-07-26,2023-12-20,147,10,0,1,18231.3
5728,1009,10,7,Americas,Life Sciences,Mid-Market,Instruments,134493,0.07,28.08,Pipeline,2024-03-27,2024-07-16,111,14,0,1,37765.6344
5729,1467,20,1,EMEA,Pharma,Mid-Market,Services,43716,0.31,30.89,Pipeline,2024-03-16,2024-07-03,109,11,1,0,13503.8724
5730,340,1,13,APAC,Diagnostics,Mid-Market,Services,120107,0.22,18.0,Pipeline,2024-09-13,,74,10,0,1,21619.26
5731,1476,15,3,Americas,Industrial,Mid-Market,Consumables,75435,0.29,23.76,Pipeline,2024-06-03,2024-08-26,84,17,0,1,17923.356
5732,343,23,9,APAC,Environmental,Mid-Market,Consumables,64727,0.16,25.92,Pipeline,2024-11-01,,69,16,1,0,16777.238400000002
5733,581,13,4,Americas,Pharma,SMB,Services,14507,0.12,15.12,Pipeline,2024-05-17,2024-08-12,87,12,0,1,2193.4584
5734,901,11,9,APAC,Industrial,Enterprise,Software,274799,0.23,21.6,Pipeline,2024-08-26,2025-03-28,214,14,1,0,59356.58400000001
5735,161,9,5,EMEA,Pharma,Mid-Market,Consumables,95417,0.12,12.6,Pipeline,2024-05-01,2024-09-27,149,6,0,1,12022.542
5736,1407,17,7,Americas,Environmental,Mid-Market,Consumables,51360,0.09,21.6,Pipeline,2025-12-07,2026-02-25,80,5,0,1,11093.760000000002
5737,441,7,1,Americas,Environmental,SMB,Instruments,7481,0.31,16.63,Pipeline,2025-12-31,2026-02-14,45,8,0,1,1244.0903
5738,445,23,8,APAC,Life Sciences,Enterprise,Services,118034,0.19,21.6,Pipeline,2025-12-23,2026-06-29,188,5,0,1,25495.344000000005
5739,21,1,14,APAC,Pharma,Mid-Market,Services,132938,0.13,21.6,Pipeline,2025-10-15,2026-01-23,100,3,1,0,28714.608000000004
5740,1000,2,2,APAC,Pharma,SMB,Services,27984,0.34,28.51,Pipeline,2025-10-30,2026-01-06,68,14,0,1,7978.2384
5741,516,5,5,Americas,Environmental,SMB,Consumables,37216,0.31,19.96,Pipeline,2025-11-02,2026-01-17,76,12,0,1,7428.3136
5742,591,6,14,APAC,Life Sciences,SMB,Consumables,47780,0.26,23.76,Pipeline,2024-05-07,2024-08-01,86,18,0,1,11352.528
5743,800,24,3,APAC,Industrial,SMB,Services,16764,0.32,19.8,Pipeline,2023-01-12,2023-03-01,48,10,0,1,3319.272
5744,590,6,13,APAC,Pharma,Enterprise,Software,97754,0.22,18.0,Pipeline,2023-01-27,2023-08-20,205,2,1,0,17595.72
5745,1224,2,8,APAC,Industrial,Mid-Market,Instruments,97073,0.15,18.0,Pipeline,2024-05-01,2024-08-11,102,6,1,0,17473.14
5746,234,9,12,EMEA,Life Sciences,Enterprise,Consumables,173871,0.1,15.12,Pipeline,2024-04-23,,190,17,0,1,26289.2952
5747,243,19,12,EMEA,Pharma,SMB,Instruments,34304,0.08,28.08,Pipeline,2025-04-05,2025-06-27,83,16,0,1,9632.5632
5748,444,22,3,EMEA,Diagnostics,Mid-Market,Software,149211,0.24,18.0,Pipeline,2025-02-13,2025-04-27,73,9,0,1,26857.98
5749,533,14,1,EMEA,Environmental,SMB,Software,15194,0.11,23.4,Pipeline,2025-06-04,2025-08-16,73,7,0,1,3555.3959999999997
5750,618,9,15,EMEA,Environmental,Mid-Market,Software,79318,0.21,15.12,Pipeline,2024-01-12,2024-04-09,88,11,1,0,11992.8816
5751,844,15,8,Americas,Pharma,SMB,Software,41422,0.34,28.51,Pipeline,2024-12-17,2025-01-19,33,16,0,1,11809.4122
5752,1079,14,1,EMEA,Life Sciences,SMB,Services,37123,0.3,25.74,Pipeline,2023-02-26,,31,4,1,0,9555.460199999998
5753,801,23,1,APAC,Diagnostics,Mid-Market,Services,113797,0.06,21.6,Pipeline,2025-08-06,2025-11-30,116,13,1,0,24580.152000000002
5754,173,5,12,Americas,Industrial,Mid-Market,Software,51756,0.33,13.86,Pipeline,2025-01-29,2025-03-30,60,6,0,1,7173.3816
5755,629,10,1,Americas,Environmental,SMB,Instruments,23310,0.22,28.08,Pipeline,2024-12-16,2025-02-14,60,10,0,1,6545.447999999999
5756,768,18,1,EMEA,Diagnostics,Enterprise,Software,268392,0.06,12.6,Pipeline,2024-06-11,2024-11-05,147,5,0,1,33817.392
5757,1153,25,5,APAC,Environmental,SMB,Services,43963,0.24,25.92,Pipeline,2025-11-16,2026-01-16,61,18,1,0,11395.209600000002
5758,1070,6,8,APAC,Industrial,Enterprise,Software,177476,0.15,25.92,Pipeline,2025-11-25,2026-07-01,218,14,0,1,46001.779200000004
5759,29,24,3,APAC,Life Sciences,Mid-Market,Services,75185,0.08,21.6,Pipeline,2023-09-15,2024-02-02,140,18,0,1,16239.960000000003
5760,882,3,1,Americas,Life Sciences,Mid-Market,Services,120309,0.19,25.92,Pipeline,2023-11-07,2024-03-05,119,15,0,1,31184.092800000006
5761,534,11,3,APAC,Pharma,SMB,Consumables,42771,0.1,25.92,Pipeline,2024-11-11,2025-02-08,89,14,0,1,11086.243200000003
5762,227,15,15,Americas,Industrial,SMB,Instruments,16184,0.18,21.6,Pipeline,2025-06-03,2025-07-21,48,19,0,1,3495.7440000000006
5763,710,1,3,APAC,Life Sciences,SMB,Instruments,38087,0.19,18.0,Pipeline,2023-05-29,2023-07-22,54,3,1,0,6855.66
5764,756,10,5,Americas,Diagnostics,Mid-Market,Consumables,52567,0.09,28.08,Pipeline,2025-01-13,2025-05-29,136,17,0,1,14760.8136
5765,146,20,9,EMEA,Pharma,Mid-Market,Consumables,126621,0.31,30.89,Pipeline,2024-03-28,2024-07-31,125,11,0,1,39113.2269
5766,993,16,8,APAC,Environmental,SMB,Services,11973,0.2,15.12,Pipeline,2024-10-13,,68,9,0,1,1810.3176
5767,1011,20,6,EMEA,Industrial,SMB,Consumables,41970,0.3,25.74,Pipeline,2024-05-08,2024-06-07,30,6,0,1,10803.077999999998
5768,979,9,14,EMEA,Life Sciences,Mid-Market,Software,43438,0.31,13.86,Pipeline,2025-03-24,2025-05-29,66,10,0,1,6020.5068
5769,1365,24,4,APAC,Pharma,SMB,Instruments,42912,0.22,21.6,Pipeline,2023-12-07,2024-01-28,52,6,0,1,9268.992
5770,973,8,15,EMEA,Industrial,Mid-Market,Instruments,115304,0.34,23.76,Pipeline,2023-09-11,2024-01-15,126,14,0,1,27396.2304
5771,89,1,5,APAC,Diagnostics,Mid-Market,Instruments,77340,0.2,25.92,Pipeline,2024-12-30,2025-04-10,101,19,0,1,20046.528000000002
5772,1112,24,14,APAC,Life Sciences,SMB,Instruments,16858,0.2,18.0,Pipeline,2025-05-03,2025-06-11,39,8,0,1,3034.44
5773,1220,9,9,EMEA,Environmental,SMB,Services,46752,0.08,12.6,Pipeline,2024-03-05,2024-05-20,76,7,0,1,5890.752
5774,1328,20,3,EMEA,Environmental,SMB,Services,12120,0.27,25.74,Pipeline,2023-03-31,2023-05-24,54,4,1,0,3119.6879999999996
5775,846,15,3,Americas,Industrial,SMB,Software,9792,0.09,18.0,Pipeline,2025-06-04,2025-09-01,89,7,0,1,1762.56
5776,1474,4,5,Americas,Pharma,SMB,Services,9828,0.18,21.6,Pipeline,2024-06-26,2024-09-12,78,16,0,1,2122.8480000000004
5777,237,8,4,EMEA,Diagnostics,Mid-Market,Software,120247,0.2,18.0,Pipeline,2025-05-16,2025-10-12,149,9,0,1,21644.46
5778,549,18,15,EMEA,Pharma,SMB,Instruments,26120,0.06,12.6,Pipeline,2025-04-23,2025-06-04,42,4,0,1,3291.12
5779,270,23,8,APAC,Diagnostics,Mid-Market,Consumables,137904,0.26,23.76,Pipeline,2025-01-23,2025-04-30,97,11,0,1,32765.990400000002
5780,346,6,13,APAC,Pharma,SMB,Instruments,16288,0.13,18.0,Pipeline,2023-08-06,2023-10-20,75,3,0,1,2931.8399999999997
5781,465,3,13,Americas,Pharma,Mid-Market,Consumables,54643,0.32,19.8,Pipeline,2025-07-07,,90,10,0,1,10819.314
5782,1137,11,3,APAC,Environmental,Enterprise,Software,409257,0.14,21.6,Pipeline,2024-05-19,2024-12-28,223,12,0,1,88399.51200000002
5783,1430,15,4,Americas,Pharma,SMB,Consumables,36579,0.06,18.0,Pipeline,2023-03-20,2023-06-16,88,9,0,1,6584.219999999999
5784,487,16,12,APAC,Pharma,SMB,Software,31237,0.33,13.86,Pipeline,2025-02-13,2025-04-24,70,3,0,1,4329.4482
5785,1339,3,1,Americas,Environmental,Mid-Market,Services,89803,0.08,21.6,Pipeline,2023-08-26,2023-11-14,80,17,0,1,19397.448000000004
5786,1314,22,2,EMEA,Pharma,Enterprise,Instruments,355016,0.31,23.76,Pipeline,2025-02-17,2025-09-14,209,17,0,1,84351.8016
5787,288,12,5,APAC,Diagnostics,Mid-Market,Software,94480,0.07,23.4,Pipeline,2025-01-24,2025-03-26,61,6,0,1,22108.32
5788,1217,20,5,EMEA,Life Sciences,Mid-Market,Services,141747,0.05,23.4,Pipeline,2023-03-13,2023-08-03,143,4,0,1,33168.797999999995
5789,914,13,11,Americas,Environmental,SMB,Software,44889,0.34,16.63,Pipeline,2023-01-08,2023-02-24,47,16,0,1,7465.0407000000005
5790,1336,2,15,APAC,Industrial,SMB,Software,38557,0.12,21.6,Pipeline,2025-11-13,2026-01-23,71,6,0,1,8328.312000000002
5791,1180,2,3,APAC,Environmental,Mid-Market,Software,63686,0.14,21.6,Pipeline,2023-03-17,2023-06-03,78,17,0,1,13756.176000000001
5792,334,15,12,Americas,Pharma,SMB,Services,39143,0.09,18.0,Pipeline,2024-05-10,2024-07-30,81,6,0,1,7045.74
5793,291,22,13,EMEA,Pharma,SMB,Instruments,7935,0.22,21.6,Pipeline,2025-07-08,2025-09-11,65,12,0,1,1713.9600000000003
5794,533,24,13,APAC,Environmental,SMB,Software,22129,0.31,28.51,Pipeline,2023-12-08,2024-02-13,67,18,1,0,6308.977900000001
5795,1242,11,1,APAC,Life Sciences,SMB,Instruments,17554,0.32,23.76,Pipeline,2024-10-20,2025-01-16,88,7,0,1,4170.8304
5796,66,13,14,Americas,Industrial,Enterprise,Consumables,273857,0.11,15.12,Pipeline,2024-12-24,2025-05-28,155,3,0,1,41407.1784
5797,1049,15,10,Americas,Pharma,Mid-Market,Consumables,61845,0.25,21.6,Pipeline,2025-02-07,2025-04-13,65,15,0,1,13358.520000000002
